enhet_kode,maned,dimensjon,maling,antall_avvik,antall_rader,andel_avvik_pst
REH,2023-09-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,365,1018,35.85
ONK,2024-03-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,77,1097,7.02
DPS,2022-10-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,323,1051,30.73
ONK,2024-01-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,71,1016,6.99
BUP,2025-09-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,411,1009,40.73
DPS,2025-01-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,382,1088,35.11
KIR,2023-12-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,420,1919,21.89
TSB,2023-09-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,514,1074,47.86
TSB,2022-04-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,466,1012,46.05
DPS,2022-01-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,347,1058,32.8
MED,2022-02-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,268,1028,26.07
KIR,2024-04-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,253,1016,24.9
DPS,2024-05-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,389,1119,34.76
MED,2024-03-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,251,1037,24.2
ONK,2025-06-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,74,1017,7.28
REH,2022-04-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,353,1005,35.12
MED,2025-06-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,264,1025,25.76
ONK,2022-02-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,65,969,6.71
MED,2022-08-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,249,1034,24.08
KIR,2022-01-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,254,1179,21.54
MED,2025-07-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,311,1097,28.35
MED,2023-10-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,231,1031,22.41
KIR,2022-10-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,208,1020,20.39
ONK,2025-07-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,70,1074,6.52
DPS,2023-12-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,595,1825,32.6
KIR,2025-01-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,242,1037,23.34
KIR,2024-07-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,239,1044,22.89
KIR,2025-11-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,253,1042,24.28
ONK,2023-10-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,68,1065,6.38
KIR,2024-05-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,220,1028,21.4
BUP,2022-05-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,474,1132,41.87
DPS,2024-04-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,346,1046,33.08
REH,2025-10-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,384,1070,35.89
ORT,2025-09-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,180,978,18.4
ONK,2022-08-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,85,1081,7.86
KIR,2023-04-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,231,981,23.55
TSB,2025-10-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,508,1070,47.48
KIR,2024-08-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,234,1089,21.49
BUP,2023-12-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,792,1827,43.35
REH,2025-03-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,356,1040,34.23
ORT,2022-01-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,201,1081,18.59
TSB,2023-11-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,498,1088,45.77
ORT,2025-01-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,202,1063,19.0
TSB,2025-08-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,469,1038,45.18
MED,2022-03-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,256,1037,24.69
KIR,2025-09-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,223,1057,21.1
REH,2023-11-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,373,1030,36.21
DPS,2022-05-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,387,1060,36.51
REH,2025-08-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,386,1090,35.41
ONK,2022-06-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,55,1048,5.25
REH,2023-08-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,380,1063,35.75
TSB,2024-12-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,870,1881,46.25
REH,2024-12-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,666,1903,35.0
REH,2025-05-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,371,1029,36.05
MED,2022-06-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,257,1046,24.57
TSB,2025-03-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,482,1063,45.34
ORT,2022-10-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,198,1070,18.5
ORT,2025-11-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,182,1061,17.15
ORT,2024-08-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,163,1036,15.73
TSB,2025-05-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,502,1063,47.22
ORT,2023-04-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,167,1010,16.53
ORT,2024-05-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,170,987,17.22
TSB,2023-08-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,476,1037,45.9
MED,2024-06-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,265,1053,25.17
ORT,2024-07-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,205,1076,19.05
ONK,2024-06-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,66,985,6.7
BUP,2024-04-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,432,1042,41.46
ONK,2022-03-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,94,1091,8.62
MED,2023-02-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,256,970,26.39
MED,2023-07-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,297,1078,27.55
ORT,2023-12-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,331,1870,17.7
BUP,2022-01-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,441,1085,40.65
ONK,2024-11-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,77,1025,7.51
KIR,2022-05-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,217,1052,20.63
TSB,2024-10-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,469,1032,45.45
ONK,2023-07-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,70,1037,6.75
BUP,2025-01-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,467,1120,41.7
MED,2024-11-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,265,1066,24.86
BUP,2022-10-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,438,1047,41.83
ONK,2022-09-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,85,1011,8.41
MED,2022-09-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,260,1035,25.12
BUP,2024-05-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,479,1083,44.23
ORT,2024-04-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,200,1026,19.49
ONK,2023-02-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,85,927,9.17
MED,2024-02-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,251,1051,23.88
BUP,2023-04-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,423,1025,41.27
BUP,2024-08-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,432,1038,41.62
DPS,2025-09-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,333,1007,33.07
REH,2024-10-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,351,1037,33.85
BUP,2025-11-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,432,1070,40.37
BUP,2024-07-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,450,1069,42.1
ONK,2024-02-01 00:00:00,Validitet,Prioritet satt til forvalgt verdi,69,993,6.95
BUP,2023-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1054,0.0
BUP,2025-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,975,0.0
DPS,2023-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1086,0.0
ORT,2025-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,903,0.0
TSB,2022-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1114,0.0
BUP,2023-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1121,0.0
KIR,2022-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1100,0.0
KIR,2025-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1830,0.0
REH,2022-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1041,1041,100.0
BUP,2024-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1038,0.0
REH,2025-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1020,0.0
MED,2025-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1082,0.0
BUP,2022-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1836,0.0
ONK,2025-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1036,0.0
BUP,2023-05-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1038,0.0
TSB,2023-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1059,0.0
KIR,2022-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1069,0.0
TSB,2025-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1033,0.0
REH,2023-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1022,1022,100.0
TSB,2022-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1089,0.0
TSB,2024-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1043,0.0
ORT,2024-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1859,0.0
TSB,2024-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1081,0.0
REH,2023-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1001,1001,100.0
REH,2022-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1100,1100,100.0
ORT,2023-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1076,0.0
ONK,2025-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1884,0.0
MED,2025-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1871,0.0
TSB,2022-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1053,0.0
REH,2024-05-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1080,0.0
TSB,2024-05-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1047,0.0
TSB,2025-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1047,0.0
MED,2022-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1107,0.0
REH,2024-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1046,0.0
DPS,2023-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,989,0.0
ORT,2025-05-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1043,0.0
REH,2025-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1023,0.0
ORT,2023-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1018,0.0
ORT,2025-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1048,0.0
TSB,2025-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1038,0.0
ONK,2022-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1001,0.0
DPS,2022-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1029,0.0
REH,2024-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1051,0.0
ONK,2022-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1082,0.0
BUP,2024-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1041,0.0
ORT,2025-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1077,0.0
REH,2025-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1063,0.0
REH,2022-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1095,1095,100.0
KIR,2025-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1102,0.0
TSB,2023-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,991,0.0
MED,2022-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1058,0.0
MED,2024-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1041,0.0
ORT,2024-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1059,0.0
KIR,2022-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,946,0.0
ONK,2023-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1883,0.0
MED,2023-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1857,0.0
DPS,2025-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1061,0.0
ORT,2022-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1050,0.0
KIR,2024-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1039,0.0
ORT,2023-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,980,0.0
DPS,2023-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1062,0.0
BUP,2022-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1029,0.0
ONK,2024-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1022,0.0
BUP,2022-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1036,0.0
KIR,2024-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1046,0.0
ORT,2023-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1072,0.0
TSB,2023-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1080,0.0
ORT,2024-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,941,0.0
REH,2023-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1088,1088,100.0
DPS,2022-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1021,0.0
KIR,2025-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1048,0.0
BUP,2024-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1019,0.0
KIR,2025-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,973,0.0
REH,2022-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1070,1070,100.0
REH,2023-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1088,1088,100.0
KIR,2023-05-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1106,0.0
KIR,2022-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1852,0.0
TSB,2024-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1068,0.0
REH,2023-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,923,923,100.0
KIR,2023-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1072,0.0
BUP,2022-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1072,0.0
REH,2024-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1039,0.0
KIR,2024-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1054,0.0
TSB,2022-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1011,0.0
ORT,2023-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1089,0.0
TSB,2023-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1028,0.0
TSB,2024-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1029,0.0
BUP,2022-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1012,0.0
MED,2024-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1049,0.0
ONK,2024-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1080,0.0
DPS,2025-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,965,0.0
BUP,2025-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1952,0.0
TSB,2023-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,953,0.0
REH,2024-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,980,0.0
KIR,2023-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1033,0.0
REH,2025-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,867,0.0
BUP,2022-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,932,0.0
ONK,2025-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1020,0.0
ORT,2022-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1040,0.0
DPS,2023-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1042,0.0
BUP,2024-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1080,0.0
BUP,2024-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1054,0.0
KIR,2022-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,967,0.0
ORT,2025-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,997,0.0
MED,2025-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1036,0.0
DPS,2022-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1062,0.0
TSB,2025-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,957,0.0
BUP,2025-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1042,0.0
KIR,2022-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1065,0.0
DPS,2023-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,929,0.0
DPS,2024-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,973,0.0
ORT,2023-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1127,0.0
KIR,2024-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1062,0.0
DPS,2024-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1058,0.0
ONK,2025-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1057,0.0
MED,2025-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1060,0.0
ONK,2025-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1066,0.0
KIR,2025-02-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,937,0.0
DPS,2022-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1876,0.0
DPS,2023-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1052,0.0
MED,2023-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1072,0.0
DPS,2024-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1047,0.0
TSB,2022-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,978,0.0
MED,2024-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1965,0.0
TSB,2022-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1003,0.0
DPS,2023-05-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1074,0.0
DPS,2025-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1089,0.0
ORT,2022-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1099,0.0
ONK,2023-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1120,0.0
TSB,2024-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1017,0.0
MED,2025-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1079,0.0
ORT,2022-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1031,0.0
ONK,2025-05-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1111,0.0
MED,2023-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1012,0.0
REH,2024-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1017,0.0
REH,2022-06-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,971,971,100.0
REH,2022-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1055,1055,100.0
ONK,2024-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1938,0.0
BUP,2023-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1058,0.0
MED,2025-05-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1023,0.0
DPS,2023-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1093,0.0
ORT,2025-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1856,0.0
ONK,2023-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1043,0.0
REH,2023-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1885,1885,100.0
REH,2024-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1020,0.0
BUP,2023-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1038,0.0
BUP,2025-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1067,0.0
BUP,2024-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1839,0.0
KIR,2022-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,981,0.0
KIR,2023-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,995,0.0
MED,2023-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1045,0.0
TSB,2023-12-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1882,0.0
BUP,2023-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1088,0.0
BUP,2025-05-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1094,0.0
ORT,2024-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1089,0.0
TSB,2024-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1037,0.0
DPS,2025-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1051,0.0
ONK,2023-03-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1149,0.0
BUP,2025-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1101,0.0
MED,2023-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,978,0.0
KIR,2022-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1038,0.0
ONK,2023-04-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1028,0.0
BUP,2023-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1087,0.0
BUP,2022-09-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1073,0.0
ONK,2024-07-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1069,0.0
KIR,2023-10-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1058,0.0
ONK,2025-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1133,0.0
REH,2022-11-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,1015,1015,100.0
MED,2025-01-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1129,0.0
MED,2024-08-01 00:00:00,Konsistens,Enhetsnavn avviker fra kodeverk,0,1048,0.0
